"","sentence","polarity","source","stanford_sentiment_value","stanford_sentiment"
"1002","Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1644","The cast is always entertaining as usual.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2367","My wife had the Lobster Bisque soup which was lukewarm.","0","dataset/yelp_labelled.txt","1","Negative"
"2068","Update.....went back for a second time and it was still just as amazing","1","dataset/yelp_labelled.txt","3","Positive"
"2188","Interesting decor.","1","dataset/yelp_labelled.txt","3","Positive"
"1512","The cast is good.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2956","But then they came back cold.","0","dataset/yelp_labelled.txt","2","Neutral"
"470","Looks great and is strong.""","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1383","I think the most wonderful parts (literally, full of ""wonder"") are the excerpts from his works.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2133","They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.","1","dataset/yelp_labelled.txt","2","Neutral"
"330","Rip off---- Over charge shipping.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"100","I'm very disappointed with my decision.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2167","This place is hands-down one of the best places to eat in the Phoenix metro area.","1","dataset/yelp_labelled.txt","3","Positive"
"1754","A very charming film with wonderful sentiment and heart.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"548","Trying to make a call on these is an exercise in frustration.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2991","The refried beans that came with my meal were dried out and crusty and the food was bland.","0","dataset/yelp_labelled.txt","1","Negative"
"575","I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"362","Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"679","It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1507","About half way through this film I started to dislike it.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"2738","Try them in the airport to experience some tasty food and speedy, friendly service.","1","dataset/yelp_labelled.txt","3","Positive"
"2529","This was my first time and I can't wait until the next.","1","dataset/yelp_labelled.txt","1","Negative"
"2229","As for the ""mains,"" also uninspired.","0","dataset/yelp_labelled.txt","1","Negative"
"2217","Soggy and not good.","0","dataset/yelp_labelled.txt","1","Negative"
"213","Great price also!","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2445","Each day of the week they have a different deal and it's all so delicious!","1","dataset/yelp_labelled.txt","4","Verypositive"
"138","My headset works just peachy-keen.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1876","Then, there's the plot holes.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"2608","I just wanted to leave.","0","dataset/yelp_labelled.txt","2","Neutral"
"2712","Not my thing.","0","dataset/yelp_labelled.txt","1","Negative"
"2","Good case, Excellent value.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2572","We recently witnessed her poor quality of management towards other guests as well.","0","dataset/yelp_labelled.txt","1","Negative"
"2383","The service was outshining & I definitely recommend the Halibut.","1","dataset/yelp_labelled.txt","3","Positive"
"1651","Nothing short of magnificent photography/cinematography in this film.  ","1","dataset/imdb_labelled.txt","1","Negative"
"1608","It's just painful!  ","0","dataset/imdb_labelled.txt","1","Negative"
"2527","And it was way to expensive.","0","dataset/yelp_labelled.txt","1","Negative"
"1634","I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2199","Very friendly staff.","1","dataset/yelp_labelled.txt","3","Positive"
"71","Mic Doesn't work.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2844","I won't be back.","0","dataset/yelp_labelled.txt","1","Negative"
"879","Does not work for listening to music with the cingular 8125.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1058","Totally believable.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2573","Waited and waited and waited.","0","dataset/yelp_labelled.txt","3","Positive"
"338","Very disappointing.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1574","He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"517","I am very impressed with the job that Motorola did on the sturdiness of this phone.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"29","People couldnt hear me talk and I had to pull out the earphone and talk on the phone.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"631","Don't bother - go to the store.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"566","Disapointing Results.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"1936","It never condescends, all the characters have good genuine hearts and believable problems.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1015","This is a very ""right on case"" movie that delivers everything almost right in your face.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"2471","Very good, though!","1","dataset/yelp_labelled.txt","3","Positive"
"637","These are fabulous!","1","dataset/amazon_cells_labelled.txt","3","Positive"
"291","Great Phone.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"678","Truly awful.","0","dataset/amazon_cells_labelled.txt","0","Verynegative"
"451","i'm glad i found this product on amazon it is hard to find, it wasn't high priced.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"1921","The story line is totally predictable.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1914","So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ","0","dataset/imdb_labelled.txt","1","Negative"
"2776","Their frozen margaritas are WAY too sugary for my taste.","0","dataset/yelp_labelled.txt","1","Negative"
"2440","If you're not familiar, check it out.","1","dataset/yelp_labelled.txt","1","Negative"
"1994","It looked like a wonderful story.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1009","A bit predictable.  ","0","dataset/imdb_labelled.txt","1","Negative"
"134","!I definitly recommend!!","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"512","You never know if you pushed it hard enough or the right number of times for the function you want or not.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"938","The headset fulfills my requirements so I am happy with my purchase.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1596","Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).  ","1","dataset/imdb_labelled.txt","1","Negative"
"1344","Barney is definitely super DE duper.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1935","For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2386","I don't recommend unless your car breaks down in front of it and you are starving.","0","dataset/yelp_labelled.txt","1","Negative"
"1085","Plus, it was well-paced and suited its relatively short run time.  ","1","dataset/imdb_labelled.txt","1","Negative"
"130","The BT headset was such a disapoinment.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"65","You have to hold the phone at a particular angle for the other party to hear you clearly.","0","dataset/amazon_cells_labelled.txt","3","Positive"
"1966","The incredible soundtrack truly captures the essence of the film.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"733","T-Mobile has the best customer service anywhere.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1950","Simply beautiful.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1940","The scenery that the two daughters paint and photograph are beautiful.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2589","My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.","1","dataset/yelp_labelled.txt","3","Positive"
"620","Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).","1","dataset/amazon_cells_labelled.txt","1","Negative"
"212","If you hate earbugs, avoid this phone by all means.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"965","It's pretty easy.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2459","Best tater tots in the southwest.","1","dataset/yelp_labelled.txt","3","Positive"
"2890","No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.","0","dataset/yelp_labelled.txt","1","Negative"
"980","Not enough volume.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"736","Provides good protection and looks classy, too.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2601","I miss it and wish they had one in Philadelphia!","1","dataset/yelp_labelled.txt","1","Negative"
"2509","Terrible service!","0","dataset/yelp_labelled.txt","1","Negative"
"157","Nice quality build, unlike some cheap s*** out there.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"43","Nice headset priced right.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1723","It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2408","Food was really good and I got full petty fast.","1","dataset/yelp_labelled.txt","3","Positive"
"978",":-)Oh, the charger seems to work fine.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2773","the food is not tasty at all, not to say its ""real traditional Hunan style"".","0","dataset/yelp_labelled.txt","1","Negative"
"610","It fits my ear well and is comfortable on.","1","dataset/amazon_cells_labelled.txt","4","Verypositive"
"804","If there is a wind, it is completely useless.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1812","This film offers many delights and surprises.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"2244","(It wasn't busy either) Also, the building was FREEZING cold.","0","dataset/yelp_labelled.txt","1","Negative"
"2644","Maybe if they weren't cold they would have been somewhat edible.","0","dataset/yelp_labelled.txt","1","Negative"
"2680","Service was slow and not attentive.","0","dataset/yelp_labelled.txt","1","Negative"
"1404","It's a feel-good film and that's how I felt when I came out of the cinema!  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"2240","Everyone is very attentive, providing excellent customer service.","1","dataset/yelp_labelled.txt","4","Verypositive"
"1345","is pretty funny.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1376","Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"113","its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"1272","Up there with the best of Melville.  ","1","dataset/imdb_labelled.txt","3","Positive"
"653","The earpiece on this is too large or too heavy...it keeps falling out of my ear.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"677","Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1591","I can't believe there's even a sequel to this!  ","0","dataset/imdb_labelled.txt","1","Negative"
"2617","My friend did not like his Bloody Mary.","0","dataset/yelp_labelled.txt","1","Negative"
"2272","You cant go wrong with any of the food here.","1","dataset/yelp_labelled.txt","1","Negative"
"835","However, the ear pads come off easily and after only one week I lost one.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"1323","I love it.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1963","Their on-screen chemistry, critical to the entire film, is genuine.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"689","Too bad you have to pay up to $$$ a month for the service!","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"2736","Probably never coming back, and wouldn't recommend it.","0","dataset/yelp_labelled.txt","1","Negative"
"778","WORTHWHILE.","1","dataset/amazon_cells_labelled.txt","2","Neutral"
"2006","Now I am getting angry and I want my damn pho.","0","dataset/yelp_labelled.txt","1","Negative"
"759","The sound quality is excellent as well.","1","dataset/amazon_cells_labelled.txt","4","Verypositive"
"131","It is so small and you don't even realize that it is there after a while of getting used to it.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"2305","Good Service-check!","1","dataset/yelp_labelled.txt","3","Positive"
"915","My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1396","Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"1257","That was funny.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1816","But this understated film leaves a lasting impression.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1695","You wont regret it!  ","1","dataset/imdb_labelled.txt","1","Negative"
"1368","The new characters weren't all that memorable, and I found myself forgetting who was who.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1905","I'm so sorry but I really can't recommend it to anyone.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2008","The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.","0","dataset/yelp_labelled.txt","1","Negative"
"2804","This place was such a nice surprise!","1","dataset/yelp_labelled.txt","4","Verypositive"
"874","My sister has one also and she loves it.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2919","They brought a fresh batch of fries and I was thinking yay something warm but no!","0","dataset/yelp_labelled.txt","3","Positive"
"1226","And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  ","0","dataset/imdb_labelled.txt","1","Negative"
"106","Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2135","Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.","1","dataset/yelp_labelled.txt","1","Negative"
"1721","That's how I'd describe this painfully dreary time-waster of a film.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1024","It's quite simply the highest, most superlative form of cinema imaginable.  ","1","dataset/imdb_labelled.txt","3","Positive"
"910","Seller shipped quickly and much cheaper than the competitors.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"1972","The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"2786","The nachos are a MUST HAVE!","1","dataset/yelp_labelled.txt","2","Neutral"
"2899","Highly unprofessional and rude to a loyal patron!","0","dataset/yelp_labelled.txt","1","Negative"
"2655","The patio seating was very comfortable.","1","dataset/yelp_labelled.txt","3","Positive"
"2807","I could eat their bruschetta all day it is devine.","1","dataset/yelp_labelled.txt","3","Positive"
"2314","Never going back.","0","dataset/yelp_labelled.txt","1","Negative"
"633","I did not have any problem with this item and would order it again if needed.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"2512","Give it a try, you will be happy you did.","1","dataset/yelp_labelled.txt","3","Positive"
"1021","I can think of no other film where something vitally important occurs every other minute.  ","1","dataset/imdb_labelled.txt","1","Negative"
"2670","Google mediocre and I imagine Smashburger will pop up.","0","dataset/yelp_labelled.txt","1","Negative"
"1260","But this movie is not funny, considering the ridiculousness of it.  ","0","dataset/imdb_labelled.txt","1","Negative"
"892","Fits comfortably, came with three sizes of earbud tips.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"1710","Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1502","I left the theater with a lilt in my step, joy in my heart and hope for the human race.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1715","The attractive set used throughout most of the film is an eye-pleasing gem.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"551","I love the camera, it's really pretty good quality.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"976","It is the best charger I have seen on the market yet.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"799","$50 Down the drain.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"1541","STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"1874","Everything Captain Howdy says is either laughable or just plain stupid.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2812","The service was terrible though.","0","dataset/yelp_labelled.txt","1","Negative"
"1501","The entire audience applauded at the conclusion of the film.  ","1","dataset/imdb_labelled.txt","3","Positive"
"592","Linked to my phone without effort.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"1872","The script is horrendously stupid.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1923","I've seen soap operas more intelligent than this movie.  ","0","dataset/imdb_labelled.txt","3","Positive"
"645","I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2153","We waited for forty five minutes in vain.","0","dataset/yelp_labelled.txt","1","Negative"
"2505","The waitress and manager are so friendly.","1","dataset/yelp_labelled.txt","3","Positive"
"2400","Cooked to perfection and the service was impeccable.","1","dataset/yelp_labelled.txt","3","Positive"
"824","They keep getting better and better (this is my third one and I've had numerous Palms too).","1","dataset/amazon_cells_labelled.txt","1","Negative"
"1387","After watching this film, I wanted to learn more about the works of this artist.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2658","That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.","1","dataset/yelp_labelled.txt","3","Positive"
"302","Now I know that I made a wise decision.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1016","It had some average acting from the main person, and it was a low budget as you clearly can see.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2466","The food was outstanding and the prices were very reasonable.","1","dataset/yelp_labelled.txt","3","Positive"
"152","Audio Quality is poor, very poor.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2978","Overpriced for what you are getting.","0","dataset/yelp_labelled.txt","2","Neutral"
"2079","Today is the second time I've been to their lunch buffet and it was pretty good.","1","dataset/yelp_labelled.txt","3","Positive"
"1996","I just got bored watching Jessice Lange take her clothes off!  ","0","dataset/imdb_labelled.txt","1","Negative"
"1716","Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ","0","dataset/imdb_labelled.txt","1","Negative"
"259","Excellent hands free tool.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"2394","We walked away stuffed and happy about our first Vegas buffet experience.","1","dataset/yelp_labelled.txt","4","Verypositive"
"2106","So we went to Tigerlilly and had a fantastic afternoon!","1","dataset/yelp_labelled.txt","3","Positive"
"1671","This is a stunning movie.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"1079","Alexander Nevsky is a great film.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2908","The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!","1","dataset/yelp_labelled.txt","3","Positive"
"1984","If you have not seen this movie, I definitely recommend it!  ","1","dataset/imdb_labelled.txt","3","Positive"
"1309","I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  ","0","dataset/imdb_labelled.txt","1","Negative"
"110","I purcashed this for the car charger and it does not work.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2418","I really enjoyed eating here.","1","dataset/yelp_labelled.txt","4","Verypositive"
"2070","A great way to finish a great.","1","dataset/yelp_labelled.txt","4","Verypositive"
"2267","The service was not up to par, either.","0","dataset/yelp_labelled.txt","1","Negative"
"332","The battery is working well as a replacement for the original that came with the phone over 2 years ago.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1158","I had to walk out of the theatre for a few minutes just to get some relief!  ","0","dataset/imdb_labelled.txt","1","Negative"
"1149","The acting is terrible, and the writing is worse.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"1576","I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"1269","It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"70","This device is great in several situations:1.)","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1681","It was also the right balance of war and love.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1422","This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing 'Ive Never Had This Feeling Before'.I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.  ","1","dataset/imdb_labelled.txt","E_vety","E_vety"
"609","It is cheap, and it feel and look just as cheap.","0","dataset/amazon_cells_labelled.txt","0","Verynegative"
"1549","The original Body and Soul (1947) is a masterpiece.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"1924","Bad characters, bad story and bad acting.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"922","It also had a new problem.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1101","I don't think you will be disappointed.  ","1","dataset/imdb_labelled.txt","1","Negative"
"1560","The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2639","After waiting an hour and being seated, I was not in the greatest of moods.","0","dataset/yelp_labelled.txt","1","Negative"
"2389","This is a disgrace.","0","dataset/yelp_labelled.txt","1","Negative"
"1638","Nevertheless yet another wonderful film from the great master's stable.  ","1","dataset/imdb_labelled.txt","3","Positive"
"613","I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"1949","Think of the film being like a dream.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2610","I will not be eating there again.","0","dataset/yelp_labelled.txt","1","Negative"
"2985","All in all, Ha Long Bay was a bit of a flop.","0","dataset/yelp_labelled.txt","1","Negative"
"2012","Would not go back.","0","dataset/yelp_labelled.txt","2","Neutral"
"2269","Just as good as when I had it more than a year ago!","1","dataset/yelp_labelled.txt","3","Positive"
"2052","He came running after us when he realized my husband had left his sunglasses on the table.","1","dataset/yelp_labelled.txt","1","Negative"
"2577","I swung in to give them a try but was deeply disappointed.","0","dataset/yelp_labelled.txt","1","Negative"
"1592","Which is precisely why I am giving it such a bad review!  ","0","dataset/imdb_labelled.txt","1","Negative"
"1630","His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"1793","The film is well paced, understated and one of the best courtroom documentaries I've seen.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"2923","Every time I eat here, I see caring teamwork to a professional degree.","1","dataset/yelp_labelled.txt","3","Positive"
"254","I love all the features and form factor.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1745","Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2912","Very, very sad.","0","dataset/yelp_labelled.txt","1","Negative"
"1734","The point is the journey, a journey that touches every member of the family.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1202","The movie I received was a great quality film for it's age.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1140","Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1463","Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.  ","0","dataset/imdb_labelled.txt","1","Negative"
"191","The replacement died in a few weeks.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2185","Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.","1","dataset/yelp_labelled.txt","1","Negative"
"1091","Definitely worth checking out.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1433","In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1365","Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2613","The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.","0","dataset/yelp_labelled.txt","1","Negative"
"2677","I can't wait to go back.","1","dataset/yelp_labelled.txt","1","Negative"
"2097","Will be back again!","1","dataset/yelp_labelled.txt","2","Neutral"
"809","2 thumbs up to this seller","1","dataset/amazon_cells_labelled.txt","2","Neutral"
"1318","The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2953","The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.","0","dataset/yelp_labelled.txt","1","Negative"
"562","Please dont waste your money.","0","dataset/amazon_cells_labelled.txt","0","Verynegative"
"830","Really good product.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1076","The suspense builders were good, & just cross the line from G to PG.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2735","They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.","1","dataset/yelp_labelled.txt","1","Negative"
"1578","The film's sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).  ","1","dataset/imdb_labelled.txt","3","Positive"
"2447","Will not be back.","0","dataset/yelp_labelled.txt","1","Negative"
"955","This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"87","This phone works great.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"432","It finds my cell phone right away when I enter the car.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2430","These are the nicest restaurant owners I've ever come across.","1","dataset/yelp_labelled.txt","1","Negative"
"242","the phone was unusable and was not new.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"886","When it opens, the battery connection is broken and the device is turned off.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2534","If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.","1","dataset/yelp_labelled.txt","1","Negative"
"1724","It's an empty, hollow shell of a movie.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2758","This is a GREAT place to eat!","1","dataset/yelp_labelled.txt","3","Positive"
"1843","This movie is possibly one of the most creative works of horror ever.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"1017","This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  ","1","dataset/imdb_labelled.txt","1","Negative"
"2717","They have a really nice atmosphere.","1","dataset/yelp_labelled.txt","3","Positive"
"224","All in all, I'd expected a better consumer experience from Motorola.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"313","Also its slim enough to fit into my alarm clock docking station without removing the case.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"1885","This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  ","0","dataset/imdb_labelled.txt","1","Negative"
"708","This is cool because most cases are just open there allowing the screen to get all scratched up.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2417","But now I was completely grossed out.","0","dataset/yelp_labelled.txt","1","Negative"
"1445","Bela Lugosi was totally extraneous, intoning odd lines.  ","0","dataset/imdb_labelled.txt","1","Negative"
"230","I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2092","It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.","1","dataset/yelp_labelled.txt","3","Positive"
"580","Due to this happening on every call I was forced to stop using this headset.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1738","The movie has almost no action scenes in it and very little comedy.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2134","The management is rude.","0","dataset/yelp_labelled.txt","1","Negative"
"2284","This place is not quality sushi, it is not a quality restaurant.","0","dataset/yelp_labelled.txt","1","Negative"
"1413","Not too screamy not to masculine but just right.  ","1","dataset/imdb_labelled.txt","1","Negative"
"2451","I don't think we'll be going back anytime soon.","0","dataset/yelp_labelled.txt","1","Negative"
"921","much better than the hard plastic cases.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"1492","This movie creates its own universe, and is fascinating in every way.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"2054","They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.","0","dataset/yelp_labelled.txt","1","Negative"
